vid,uid,s_min,s_sec,a_obj,split,label
TU_ODBC4WQw,TU_ODBC4WQw_10000_20000,0,10,cello_guitar,train,v2
tUBTXBDrURA,tUBTXBDrURA_40000_50000,0,40,woman_guitar,train,v2
tUBTXBDrURA,tUBTXBDrURA_172000_182000,2,52,woman_guitar,train,v2
tUBTXBDrURA,tUBTXBDrURA_190000_200000,3,10,woman_guitar,train,v2
TVQyL8_cz14,TVQyL8_cz14_22000_32000,0,22,girl_guitar,train,v2
TVQyL8_cz14,TVQyL8_cz14_78000_88000,1,18,girl_guitar,train,v2
TW3EH4cnFZo,TW3EH4cnFZo_0_10000,0,0,truck_car,train,v2
TW3EH4cnFZo,TW3EH4cnFZo_478000_488000,7,58,truck_car,train,v2
TW3EH4cnFZo,TW3EH4cnFZo_760000_770000,12,40,truck_car,train,v2
TXlqhV2cPIQ,TXlqhV2cPIQ_40000_50000,0,40,boy_ukulele,train,v2
TXlqhV2cPIQ_0,TXlqhV2cPIQ_0,0,0,baby_ukulele,train,v1m
TXlqhV2cPIQ_2,TXlqhV2cPIQ_2,0,0,baby_guitar,val,v1m
TXlqhV2cPIQ_5,TXlqhV2cPIQ_5,0,0,baby_ukulele,train,v1m
TyugB5gNwCo,TyugB5gNwCo_6000_16000,0,6,piano_guitar,val,v2
tZbh1cwwfv0,tZbh1cwwfv0_20000_30000,0,20,piano_bassoon,test,v2
tZbh1cwwfv0,tZbh1cwwfv0_222000_232000,3,42,piano_bassoon,test,v2
u08vcLB3550,u08vcLB3550_0_10000,0,0,piano_woman_guitar,train,v2
u1PpkxUBP_I,u1PpkxUBP_I_300000_310000,5,0,dog_man,val,v2
U1pyRmKgnrM,U1pyRmKgnrM_142000_152000,2,22,man_clipper,train,v2
u4v75o5WxYw_1,u4v75o5WxYw_1,0,0,piano_man,train,v1m
u4v75o5WxYw_2,u4v75o5WxYw_2,0,0,piano_man,train,v1m
u4v75o5WxYw_7,u4v75o5WxYw_7,0,0,man_piano,test,v1m
u5eXHPwdmE8,u5eXHPwdmE8_37000_47000,0,37,guitar_dog_man,val,v2
u5eXHPwdmE8,u5eXHPwdmE8_70000_80000,1,10,guitar_dog_man,val,v2
U7iyCO9sKxA,U7iyCO9sKxA_345000_355000,5,45,clock_man,train,v2
u8xWW32G-30,u8xWW32G-30_90000_100000,1,30,drum_handpan,train,v2
UbuC7Wsx80o,UbuC7Wsx80o_0_10000,0,0,airplane_helicopter,val,v2
uCK7Gok3u0U,uCK7Gok3u0U_40000_50000,0,40,piano_man,train,v2
uCK7Gok3u0U,uCK7Gok3u0U_120000_130000,2,0,piano_man,train,v2
uCK7Gok3u0U_1,uCK7Gok3u0U_1,0,0,man_piano,train,v1m
uCK7Gok3u0U_9,uCK7Gok3u0U_9,0,0,piano_man,train,v1m
UfUxv9htjJM,UfUxv9htjJM_63000_73000,1,3,tuba_trumpet_trombone,train,v2
uFxm4td2XFk_0,uFxm4td2XFk_0,0,0,violin_guitar,val,v1m
UGBmR9j334s,UGBmR9j334s_5000_15000,0,5,woman_guitar_man_violin,train,v2
UGBmR9j334s,UGBmR9j334s_25000_35000,0,25,woman_guitar_man,train,v2
uh3r1HTUOuI,uh3r1HTUOuI_40000_50000,0,40,guitar_man,train,v2
uh3r1HTUOuI,uh3r1HTUOuI_160000_170000,2,40,guitar_man,train,v2
UHc7dQm5BFY_0,UHc7dQm5BFY_0,0,0,guitar_man,train,v1m
uHSKYPp9ufg,uHSKYPp9ufg_95000_105000,1,35,piano_violin,train,v2
uj2ybZHeGL0,uj2ybZHeGL0_18000_28000,0,18,woman_guitar,train,v2
ujyyldXk8BM,ujyyldXk8BM_207000_217000,3,27,tank_man,train,v2
UKhFnMjo4zk,UKhFnMjo4zk_80000_90000,1,20,flute_guitar,train,v2
UKhFnMjo4zk,UKhFnMjo4zk_120000_130000,2,0,flute_guitar,train,v2
ULTQUPejB4M,ULTQUPejB4M_36000_46000,0,36,piano_trombone,test,v2
ULTQUPejB4M,ULTQUPejB4M_148000_158000,2,28,piano_trombone,test,v2
ULTQUPejB4M,ULTQUPejB4M_270000_280000,4,30,piano_trombone,test,v2
ulY19nQuPuc,ulY19nQuPuc_223000_233000,3,43,flute_piano,train,v2
Um82Xw7oCkc,Um82Xw7oCkc_28000_38000,0,28,wolf_man,train,v2
umOS1bOBa1U,umOS1bOBa1U_22000_32000,0,22,woman_ukulele,train,v2
umOS1bOBa1U,umOS1bOBa1U_445000_455000,7,25,woman_ukulele,train,v2
umOS1bOBa1U,umOS1bOBa1U_908000_918000,15,8,woman_ukulele,train,v2
umOS1bOBa1U,umOS1bOBa1U_1676000_1686000,27,56,woman_ukulele,train,v2
umOS1bOBa1U,umOS1bOBa1U_1695000_1705000,28,15,woman_ukulele,train,v2
umOS1bOBa1U,umOS1bOBa1U_2170000_2180000,36,10,woman_ukulele,train,v2
UnPmGZQsyY4,UnPmGZQsyY4_60000_70000,1,0,harp_man,train,v2
uOSaZky7hf0,uOSaZky7hf0_47000_57000,0,47,woman_guitar,train,v2
uOSaZky7hf0,uOSaZky7hf0_90000_100000,1,30,woman_guitar,train,v2
UpcP-YCJL4Y_0,UpcP-YCJL4Y_0,0,0,tabla_man,train,v1m
uPl9U1slt_Y,uPl9U1slt_Y_91000_101000,1,31,piano_violin,train,v2
UsTf7brftGg_0,UsTf7brftGg_0,0,0,piano_man,test,v1m
uT0tNRb58Vs,uT0tNRb58Vs_79000_89000,1,19,handpan_harp,test,v2
UtBQrBLsTQY_1,UtBQrBLsTQY_1,0,0,bird_woman,train,v1m
UtBQrBLsTQY_2,UtBQrBLsTQY_2,0,0,woman_bird,train,v1m
UtBQrBLsTQY_3,UtBQrBLsTQY_3,0,0,man_bird,test,v1m
UTES3FBPrvM,UTES3FBPrvM_0_10000,0,0,woman_man,test,v2
UTES3FBPrvM,UTES3FBPrvM_190000_200000,3,10,woman_baby_man,test,v2
UTES3FBPrvM,UTES3FBPrvM_230000_240000,3,50,baby_man,test,v2
UTES3FBPrvM,UTES3FBPrvM_840000_850000,14,0,woman_man,test,v2
uv1oExTpF_M,uv1oExTpF_M_140000_150000,2,20,piano_violin,train,v2
uv1oExTpF_M,uv1oExTpF_M_270000_280000,4,30,piano_violin,train,v2
UvHjKXLqmC8,UvHjKXLqmC8,0,0,tabla_piano,val,v1m
UvHjKXLqmC8_0,UvHjKXLqmC8_0,0,0,piano_tabla,train,v1m
uW-k6cVk4dE,uW-k6cVk4dE_50000_60000,0,50,man_pipa,test,v2
uW-k6cVk4dE,uW-k6cVk4dE_68000_78000,1,8,man_pipa,test,v2
UwOXThNKXxs,UwOXThNKXxs_0_10000,0,0,guitar_man,train,v2
UwOXThNKXxs,UwOXThNKXxs_26000_36000,0,26,guitar_man,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_155000_165000,2,35,man_motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_165000_175000,2,45,boy_motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_175000_185000,2,55,boy_motorcycle,train,v2
V-JvwN3_ASI,V-JvwN3_ASI_225000_235000,3,45,man_motorcycle,train,v2
v4lfMup_DmU,v4lfMup_DmU_23000_33000,0,23,guitar_man_boy,train,v2
v4lfMup_DmU,v4lfMup_DmU_55000_65000,0,55,guitar_man_boy,train,v2
v4lfMup_DmU,v4lfMup_DmU_78000_88000,1,18,guitar_man,train,v2
v4lfMup_DmU,v4lfMup_DmU_103000_113000,1,43,guitar_man_boy,train,v2
V6kMeDI2H6E,V6kMeDI2H6E_15000_25000,0,15,guitar_man,test,v2
V6kMeDI2H6E,V6kMeDI2H6E_80000_90000,1,20,guitar_man,test,v2
V8VM7aOsfAo,V8VM7aOsfAo_300000_310000,5,0,man_ukulele,train,v2
V8VM7aOsfAo,V8VM7aOsfAo_340000_350000,5,40,woman_man_ukulele,train,v2
V9JdDs7RK3c_1,V9JdDs7RK3c_1,0,0,woman_piano,test,v1m
V9KZ5FCtG9A,V9KZ5FCtG9A_15000_25000,0,15,drum_guitar,train,v2
V9KZ5FCtG9A,V9KZ5FCtG9A_45000_55000,0,45,drum_guitar_man,train,v2
V9KZ5FCtG9A,V9KZ5FCtG9A_80000_90000,1,20,drum_guitar_man,train,v2
Vb4jaCuRCnA,Vb4jaCuRCnA_1020000_1030000,17,0,boy_bird_man,train,v2
Vb4jaCuRCnA,Vb4jaCuRCnA_1030000_1040000,17,10,boy_bird_man,train,v2
Vb4jaCuRCnA,Vb4jaCuRCnA_1040000_1050000,17,20,bird_man,train,v2
VCFQkkg0RN8,VCFQkkg0RN8_60000_70000,1,0,axe_man,val,v2
VCFQkkg0RN8,VCFQkkg0RN8_152000_162000,2,32,axe_man,val,v2
Ve5nmEUp9S4,Ve5nmEUp9S4_25000_35000,0,25,woman_guitar,train,v2
Ve5nmEUp9S4,Ve5nmEUp9S4_67000_77000,1,7,woman_guitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1260000_1270000,21,0,tabla_sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1350000_1360000,22,30,tabla_sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1515000_1525000,25,15,tabla_sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1759000_1769000,29,19,tabla_sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1908000_1918000,31,48,tabla_sitar,train,v2
VFjIoNwrKio,VFjIoNwrKio_1970000_1980000,32,50,tabla_sitar,train,v2
vg5j3vIURtM,vg5j3vIURtM_15000_25000,0,15,train_guzheng,train,v2
vGIs0GU1V6M,vGIs0GU1V6M_27000_37000,0,27,man_hair-dryer,train,v2
vGIs0GU1V6M,vGIs0GU1V6M_70000_80000,1,10,man_hair-dryer,train,v2
VhleNKHckyI,VhleNKHckyI_34000_44000,0,34,drum_guitar,test,v2
VhleNKHckyI,VhleNKHckyI_130000_140000,2,10,drum_guitar_man,test,v2
vifFbeL5rOo,vifFbeL5rOo_9000_19000,0,9,piano_clarinet,train,v2
vifFbeL5rOo,vifFbeL5rOo_93000_103000,1,33,piano_clarinet,train,v2
vifFbeL5rOo,vifFbeL5rOo_174000_184000,2,54,piano_clarinet,train,v2
VIg3708ge1Y,VIg3708ge1Y_167000_177000,2,47,woman_frying-food,train,v2
Vk7rS8ymt-k,Vk7rS8ymt-k_38000_48000,0,38,girl_guitar,test,v2
Vk7rS8ymt-k,Vk7rS8ymt-k_80000_90000,1,20,girl_guitar,test,v2
VkcYchOGibc,VkcYchOGibc_20000_30000,0,20,girl_guitar,train,v2
VkcYchOGibc,VkcYchOGibc_95000_105000,1,35,girl_guitar,train,v2
vlny-m0SIiw_3,vlny-m0SIiw_3,0,0,man_guitar,train,v1m
Vm7FKsbK0Zc,Vm7FKsbK0Zc_203000_213000,3,23,woman_harp,train,v2
vmEl4GfePp0,vmEl4GfePp0_24000_34000,0,24,woman_ukulele,train,v2
VMSPk34FcCY,VMSPk34FcCY_20000_30000,0,20,woman_piano,train,v2
vOj00VJiBuk,vOj00VJiBuk_25000_35000,0,25,girl_guitar,train,v2
vOj00VJiBuk,vOj00VJiBuk_80000_90000,1,20,girl_guitar,train,v2
vpF3GlUlvF0,vpF3GlUlvF0_350000_360000,5,50,man_hair-dryer,train,v2
Vq8T5jtQhak,Vq8T5jtQhak_42000_52000,0,42,cello_saxophone_violin,train,v2
Vq8T5jtQhak,Vq8T5jtQhak_355000_365000,5,55,saxophone_violin,train,v2
VRqFC68Dzy4,VRqFC68Dzy4_22000_32000,0,22,tabla_man,train,v2
VS9TjSGRLSc,VS9TjSGRLSc_26000_36000,0,26,woman_guitar,train,v2
VS9TjSGRLSc,VS9TjSGRLSc_72000_82000,1,12,woman_guitar_man,train,v2
vseDrZTeRaw,vseDrZTeRaw_188000_198000,3,8,tractor_boy,train,v2
vtRADVz3edc,vtRADVz3edc_3000_13000,0,3,piano_clarinet,train,v2
vtRADVz3edc,vtRADVz3edc_28000_38000,0,28,piano_clarinet,train,v2
vtRADVz3edc,vtRADVz3edc_60000_70000,1,0,piano_clarinet,train,v2
vtRADVz3edc,vtRADVz3edc_96000_106000,1,36,piano_clarinet,train,v2
vtRADVz3edc,vtRADVz3edc_160000_170000,2,40,piano_clarinet,train,v2
vtRADVz3edc,vtRADVz3edc_238000_248000,3,58,piano_clarinet,train,v2
vtRADVz3edc,vtRADVz3edc_380000_390000,6,20,piano_clarinet,train,v2
vVJ-Zhj2HvU,vVJ-Zhj2HvU_22000_32000,0,22,flute_piano,train,v2
vVJ-Zhj2HvU,vVJ-Zhj2HvU_60000_70000,1,0,flute_piano,train,v2
VvlvMzBQ9E4,VvlvMzBQ9E4_90000_100000,1,30,baby_hair-dryer,train,v2
VVZLONMIsYk,VVZLONMIsYk_393000_403000,6,33,woman_boat,train,v2
Vwdib3HWRBI_0,Vwdib3HWRBI_0,0,0,man_piano,test,v1m
VXAmZq3WCzI,VXAmZq3WCzI_0_10000,0,0,tractor_man,test,v2
VzPhTf4j8lU,VzPhTf4j8lU_34000_44000,0,34,tabla_handpan,train,v2
VZTsdI-hbpw,VZTsdI-hbpw_438000_448000,7,18,woman_keyboard,train,v2
VZTsdI-hbpw,VZTsdI-hbpw_520000_530000,8,40,woman_keyboard,train,v2
w_eLiBZWV8w,w_eLiBZWV8w_14000_24000,0,14,harmonica_man,train,v2
w_xdV2dHsQ0,w_xdV2dHsQ0_170000_180000,2,50,piano_man,train,v2
w2BupXthQjA,w2BupXthQjA_22000_32000,0,22,woman_frying-food,train,v2
w7vA5f0vPvQ,w7vA5f0vPvQ_15000_25000,0,15,flute_guitar,train,v2
w8fYgVuypBo,w8fYgVuypBo_461000_471000,7,41,girl_woman,test,v2
wAPqoNs48cI,wAPqoNs48cI_85000_95000,1,25,cello_violin,train,v2
WchfLVcvoFU,WchfLVcvoFU_405000_415000,6,45,trumpet_man,test,v2
wdB0tV2egxE,wdB0tV2egxE_60000_70000,1,0,piano_bassoon,val,v2
wdB0tV2egxE,wdB0tV2egxE_120000_130000,2,0,piano_bassoon,val,v2
wdB0tV2egxE,wdB0tV2egxE_181000_191000,3,1,piano_bassoon,val,v2
wE1txPW8HSo,wE1txPW8HSo_88000_98000,1,28,guitar_man,train,v2
weBYMFJ_EwE,weBYMFJ_EwE_120000_130000,2,0,woman_harp,train,v2
weBYMFJ_EwE,weBYMFJ_EwE_250000_260000,4,10,woman_harp,train,v2
weBYMFJ_EwE,weBYMFJ_EwE_2690000_2700000,44,50,woman_harp,train,v2
wEGD8-RTMuI,wEGD8-RTMuI_10000_20000,0,10,guitar_violin,test,v2
wEGD8-RTMuI,wEGD8-RTMuI_50000_60000,0,50,guitar_violin,test,v2
wEGD8-RTMuI_1,wEGD8-RTMuI_1,0,0,violin_guitar,train,v1m
wF1ddDtLFyE,wF1ddDtLFyE_100000_110000,1,40,guitar_man,train,v2
Wh1HyKEpljQ,Wh1HyKEpljQ_25000_35000,0,25,piano_bassoon_cello,train,v2
Wh1HyKEpljQ,Wh1HyKEpljQ_50000_60000,0,50,piano_bassoon_cello,train,v2
WIsAikMs3tM,WIsAikMs3tM_134000_144000,2,14,gun_man,train,v2
WjyvwX_nZ6Y_0,WjyvwX_nZ6Y_0,0,0,man_woman,test,v1m
WjyvwX_nZ6Y_2,WjyvwX_nZ6Y_2,0,0,woman_dog,train,v1m
WjyvwX_nZ6Y_4,WjyvwX_nZ6Y_4,0,0,woman_dog,val,v1m
WkbCFN97-NM,WkbCFN97-NM_8000_18000,0,8,drum_guitar,train,v2
WkbCFN97-NM,WkbCFN97-NM_36000_46000,0,36,drum_guitar,train,v2
WkbCFN97-NM,WkbCFN97-NM_61000_71000,1,1,drum_guitar,train,v2
WkbCFN97-NM,WkbCFN97-NM_98000_108000,1,38,drum_guitar,train,v2
WkbCFN97-NM,WkbCFN97-NM_126000_136000,2,6,drum_guitar,train,v2
WkbCFN97-NM,WkbCFN97-NM_142000_152000,2,22,drum_guitar,train,v2
WkbCFN97-NM,WkbCFN97-NM_180000_190000,3,0,drum_guitar,train,v2
WkPbcI_stFA,WkPbcI_stFA_98000_108000,1,38,guitar_man,test,v2
WkPbcI_stFA,WkPbcI_stFA_437000_447000,7,17,guitar_man,test,v2
WkPbcI_stFA,WkPbcI_stFA_530000_540000,8,50,guitar_man,test,v2
WkPbcI_stFA,WkPbcI_stFA_693000_703000,11,33,guitar_man,test,v2
WLj26zsdOrM,WLj26zsdOrM_15000_25000,0,15,boy_man_ukulele,train,v2
WMK55uHXpyY,WMK55uHXpyY_1000_11000,0,1,cello_violin_harp,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_158000_168000,2,38,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_186000_196000,3,6,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_200000_210000,3,20,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_211000_221000,3,31,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_240000_250000,4,0,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_275000_285000,4,35,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_521000_531000,8,41,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_531000_541000,8,51,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_542000_552000,9,2,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_555000_565000,9,15,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_574000_584000,9,34,woman_dog,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_594000_604000,9,54,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_606000_616000,10,6,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_627000_637000,10,27,woman_dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_637000_647000,10,37,woman_dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_673000_683000,11,13,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_697000_707000,11,37,dog_man,train,v2
wnAOz5N5oQE,wnAOz5N5oQE_707000_717000,11,47,dog_man,train,v2
woqWkA4j8y0,woqWkA4j8y0_175000_185000,2,55,truck_car_train,train,v2
wQsCHZhKlX8,wQsCHZhKlX8_305000_315000,5,5,tabla_sitar,train,v2
wQsCHZhKlX8,wQsCHZhKlX8_480000_490000,8,0,tabla_sitar,train,v2
wQsCHZhKlX8,wQsCHZhKlX8_665000_675000,11,5,tabla_sitar,train,v2
wQsCHZhKlX8,wQsCHZhKlX8_710000_720000,11,50,tabla_sitar,train,v2
wQsCHZhKlX8,wQsCHZhKlX8_900000_910000,15,0,tabla_sitar,train,v2
WtBSeHVz1wg,WtBSeHVz1wg_40000_50000,0,40,woman_guitar,train,v2
WtBSeHVz1wg,WtBSeHVz1wg_100000_110000,1,40,woman_guitar,train,v2
wtP4S3nEB8c,wtP4S3nEB8c_35000_45000,0,35,girl_guitar,test,v2
wu9pY2OASZg,wu9pY2OASZg_86000_96000,1,26,guitar_man,test,v2
WZAT_QnhbPs,WZAT_QnhbPs_110000_120000,1,50,drum_marimba,train,v2
WzK-NkwsqBw,WzK-NkwsqBw_75000_85000,1,15,woman_guitar_man,train,v2
wzLnvUzvdFY,wzLnvUzvdFY_43000_53000,0,43,piano_tuba,train,v2
wzLnvUzvdFY,wzLnvUzvdFY_228000_238000,3,48,tuba_piano,train,v2
x02TI_gnx2E,x02TI_gnx2E_40000_50000,0,40,guitar_man,train,v2
x02TI_gnx2E,x02TI_gnx2E_133000_143000,2,13,guitar_man,train,v2
x7UBvVZHd7U,x7UBvVZHd7U_11000_21000,0,11,drum_piano,train,v2
X8tmnQ0Egoo_2,X8tmnQ0Egoo_2,0,0,dog_baby,train,v1m
xaiHbH0FjJ8_6,xaiHbH0FjJ8_6,0,0,guitar_baby,train,v1m
xB1ty3KEv04,xB1ty3KEv04_0_10000,0,0,erhu_sitar,train,v2
xB1ty3KEv04,xB1ty3KEv04_416000_426000,6,56,tabla_sitar,train,v2
xB1ty3KEv04,xB1ty3KEv04_424000_434000,7,4,tabla_sitar,train,v2
xB1ty3KEv04,xB1ty3KEv04_440000_450000,7,20,tabla_sitar_man,train,v2
xD9kqdDBkfk,xD9kqdDBkfk_60000_70000,1,0,man_pipa,train,v2
xEBUuQsAHgM,xEBUuQsAHgM_10000_20000,0,10,cello_trumpet,train,v2
xEktV_3pVgg_1,xEktV_3pVgg_1,0,0,violin_guitar,train,v1m
XEpa-JM8fr0,XEpa-JM8fr0_40000_50000,0,40,man_tiger,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_18000_28000,0,18,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_61000_71000,1,1,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_115000_125000,1,55,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_156000_166000,2,36,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_218000_228000,3,38,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_229000_239000,3,49,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_266000_276000,4,26,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_303000_313000,5,3,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_316000_326000,5,16,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_340000_350000,5,40,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_485000_495000,8,5,piano_cello_violin,train,v2
xfaa0hLcvoA,xfaa0hLcvoA_535000_545000,8,55,piano_cello_violin,train,v2
xFULKrER2Uw,xFULKrER2Uw_312000_322000,5,12,accordion_guitar_man,train,v2
xGeqjlPz4kw_1,xGeqjlPz4kw_1,0,0,man_guitar,train,v1m
xGeqjlPz4kw_13,xGeqjlPz4kw_13,0,0,man_guitar,val,v1m
xGeqjlPz4kw_3,xGeqjlPz4kw_3,0,0,guitar_man,train,v1m
xGeuztiMlDU,xGeuztiMlDU_2000_12000,0,2,clarinet_accordion_tuba_saxophone,train,v2
xgherSM06jc,xgherSM06jc_0_10000,0,0,drum_guitar_saxophone,test,v2
xgOpYuklV5U,xgOpYuklV5U_20000_30000,0,20,woman_guitar_drum,train,v2
xgOpYuklV5U,xgOpYuklV5U_116000_126000,1,56,drum_guitar_violin,train,v2
xHeSA6fenr0,xHeSA6fenr0_50000_60000,0,50,saxophone_clarinet,train,v2
XhMQ7wI2nQA,XhMQ7wI2nQA_60000_70000,1,0,girl_guitar,train,v2
XhMQ7wI2nQA,XhMQ7wI2nQA_140000_150000,2,20,girl_guitar,train,v2
xjlTyiSN-rg,xjlTyiSN-rg_42000_52000,0,42,woman_guitar,test,v2
xjlTyiSN-rg,xjlTyiSN-rg_182000_192000,3,2,woman_guitar_man,test,v2
xkxWa1Qhllg,xkxWa1Qhllg_180000_190000,3,0,piano_violin,train,v2
xlAoMDWxRfY,xlAoMDWxRfY_111000_121000,1,51,guitar_man,train,v2
xLXcCv45AYg_1,xLXcCv45AYg_1,0,0,man_dog,train,v1m
xLXcCv45AYg_10,xLXcCv45AYg_10,0,0,dog_man,train,v1m
xLXcCv45AYg_20,xLXcCv45AYg_20,0,0,man_dog,val,v1m
xLXcCv45AYg_24,xLXcCv45AYg_24,0,0,man_dog,train,v1m
Xm9N6WRVYVo,Xm9N6WRVYVo_152000_162000,2,32,piano_man,train,v2
XMjjIN_Qpu0,XMjjIN_Qpu0_30000_40000,0,30,woman_piano,val,v2
xMKl_4aMiAU,xMKl_4aMiAU_30000_40000,0,30,woman_marimba,train,v2
xMZ4lAPWieU,xMZ4lAPWieU_38000_48000,0,38,guitar_man,train,v2
xnx3u5YaNuc,xnx3u5YaNuc_29000_39000,0,29,piano_clarinet,train,v2
xnx3u5YaNuc,xnx3u5YaNuc_40000_50000,0,40,piano_clarinet,train,v2
xnx3u5YaNuc,xnx3u5YaNuc_164000_174000,2,44,piano_clarinet,train,v2
xnx3u5YaNuc,xnx3u5YaNuc_230000_240000,3,50,piano_clarinet,train,v2
xnx3u5YaNuc,xnx3u5YaNuc_328000_338000,5,28,piano_clarinet,train,v2
xnx3u5YaNuc,xnx3u5YaNuc_402000_412000,6,42,piano_clarinet,train,v2
XOGHKGBB08w,XOGHKGBB08w_280000_290000,4,40,girl_man,val,v2
XOGHKGBB08w,XOGHKGBB08w_350000_360000,5,50,boy_man,val,v2
XOGHKGBB08w,XOGHKGBB08w_500000_510000,8,20,bird_man,val,v2
XpQrmwC-VII,XpQrmwC-VII_35000_45000,0,35,girl_guitar,train,v2
XpQrmwC-VII,XpQrmwC-VII_153000_163000,2,33,girl_guitar,train,v2
XQ_ushC_Lck,XQ_ushC_Lck_20000_30000,0,20,accordion_violin,train,v2
XQ_ushC_Lck,XQ_ushC_Lck_47000_57000,0,47,accordion_violin,train,v2
XQ_ushC_Lck,XQ_ushC_Lck_89000_99000,1,29,accordion_violin,train,v2
xQf6ehozFq8,xQf6ehozFq8_20000_30000,0,20,cello_trumpet_guitar,train,v2
xQf6ehozFq8,xQf6ehozFq8_150000_160000,2,30,cello_trumpet_guitar,train,v2
xsKDlRGubgM_0,xsKDlRGubgM_0,0,0,saw_man,train,v1m
XSKIJvMJzC8,XSKIJvMJzC8_33000_43000,0,33,girl_guitar,train,v2
XT_BNOvjIMY,XT_BNOvjIMY_284000_294000,4,44,woman_man,train,v2
Xtk6jiP2ABQ,Xtk6jiP2ABQ_5000_15000,0,5,cello_violin,train,v2
Xtk6jiP2ABQ,Xtk6jiP2ABQ_120000_130000,2,0,cello_violin,train,v2
XtlLI_pBC3s_0,XtlLI_pBC3s_0,0,0,woman_emergency-car,train,v1m
xTmxUpkhqQc,xTmxUpkhqQc_50000_60000,0,50,woman_man_ukulele,val,v2
xv7eM6-UmkY_11,xv7eM6-UmkY_11,0,0,baby_man,val,v1m
xv7eM6-UmkY_12,xv7eM6-UmkY_12,0,0,baby_man,train,v1m
xv7eM6-UmkY_14,xv7eM6-UmkY_14,0,0,baby_man,test,v1m
xv7eM6-UmkY_18,xv7eM6-UmkY_18,0,0,man_baby,val,v1m
xv7eM6-UmkY_19,xv7eM6-UmkY_19,0,0,man_baby,train,v1m
xv7eM6-UmkY_29,xv7eM6-UmkY_29,0,0,man_baby,train,v1m
xVPlLv15NaE_0,xVPlLv15NaE_0,0,0,man_guitar_tabla,val,v1m
xZ2mkvL9v9Y,xZ2mkvL9v9Y_35000_45000,0,35,flute_harp,train,v2
xZ2mkvL9v9Y,xZ2mkvL9v9Y_90000_100000,1,30,flute_harp,train,v2
xZOH0N2c8T4,xZOH0N2c8T4_135000_145000,2,15,woman_man_clipper,train,v2
Y-yC0jPl1oY,Y-yC0jPl1oY_106000_116000,1,46,drum_marimba,train,v2
Y0t3yM_3ZwE,Y0t3yM_3ZwE_120000_130000,2,0,pig_man,train,v2
Y0t3yM_3ZwE,Y0t3yM_3ZwE_145000_155000,2,25,pig_man,train,v2
Y0t3yM_3ZwE,Y0t3yM_3ZwE_250000_260000,4,10,pig_man,train,v2
y2o2K01g46U,y2o2K01g46U_40000_50000,0,40,erhu_guzheng,train,v2
y5_FCDnJNGg,y5_FCDnJNGg_36000_46000,0,36,woman_guitar,test,v2
y6qOctkda3w,y6qOctkda3w_153000_163000,2,33,man_gun,train,v2
y6qOctkda3w,y6qOctkda3w_188000_198000,3,8,man_gun,train,v2
Y735cxoG5-4,Y735cxoG5-4_270000_280000,4,30,girl_man_woman,train,v2
y7EDuJf2ksQ,y7EDuJf2ksQ_1000_11000,0,1,piano_guitar,train,v2
